"internal_taxon_id","Name_submitted","family","genus","species.correct","taxon.rank","life.form.reflora","habitat.reflora","vegetation.type.reflora","ordem.spp","establishment","habito","life.form","MaxHeight","GF","wsg","ecol.group","SeedMass_g","dispersal.syndrome","str.match","GL","DBH","p.est","p.ci","N","dbh.crit","p"
"sp3745","Pleroma elegans","Melastomataceae","Pleroma","Pleroma elegans","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3745,"native","tree","Woody tree (Tree or shrub)",14,"small_tree",0.550644937714286,"pioneer",0.000257245386192755,"anemochoric","pioneer_small_tree",20,7,0.6125,"0.4731-0.7518",8,7,1
"sp3746","Pleroma estrellense","Melastomataceae","Pleroma","Pleroma estrellense","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3746,"native","tree","Woody tree (Tree)",16.6,"large_tree",0.550644937714286,"unknown",0.000257245386192755,"anemochoric","unknown_large_tree",60,12.5,0.416,"0.3966-0.4353",NA,NA,NA
"sp3747","Pleroma fissinervium","Melastomataceae","Pleroma","Pleroma fissinervium","species","Árvore","Terrícola","Campo rupestre|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)|Vegetação Sobre Afloramentos Rochosos",3747,"native","tree","Woody tree (Tree or shrub)",11.4,"small_tree",0.423,"unknown",0.000257245386192755,"anemochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",2,NA,NA
"sp3748","Pleroma fothergillii","Melastomataceae","Pleroma","Pleroma fothergillii","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3748,"native","shrub","Woody tree (Shrub or treelet)",5.304,"small_tree",0.550644937714286,"unknown",0.000257245386192755,"anemochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp3749","Pleroma foveolatum","Melastomataceae","Pleroma","Pleroma foveolatum","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3749,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.550644937714286,"unknown",0.000257245386192755,"anemochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3750","Pleroma fragae","Melastomataceae","Pleroma","Pleroma fragae","species","Árvore","Rupícola","Vegetação Sobre Afloramentos Rochosos",3750,"native","tree","Woody tree (Tree)",NA,"tree_unknown",0.550644937714286,"unknown",0.000257245386192755,"anemochoric","unknown_tree_unknown",50,10,0.454,"0.4362-0.4718",NA,NA,NA
"sp3751","Pleroma francavillanum","Melastomataceae","Pleroma","Pleroma francavillanum","species",NA,NA,NA,3751,"native","tree","Woody tree (Tree)",10,"small_tree",0.550644937714286,"unknown",0.000257245386192755,"anemochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp3752","Pleroma gaudichaudianum","Melastomataceae","Pleroma","Pleroma gaudichaudianum","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga",3752,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.550644937714286,"unknown",0.000257245386192755,"anemochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3753","Pleroma granulosum","Melastomataceae","Pleroma","Pleroma granulosum","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3753,"native","tree","Woody tree (Tree or shrub)",12.4,"small_tree",0.5445,"pioneer",0.000283094098883573,"anemochoric","pioneer_small_tree",20,7,0.6125,"0.4731-0.7518",NA,NA,NA
"sp3754","Pleroma heteromallum","Melastomataceae","Pleroma","Pleroma heteromallum","species","Arbusto","Rupícola|Terrícola","Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial)|Vegetação Sobre Afloramentos Rochosos",3754,"native","shrub","Woody tree (Shrub or treelet)",1.7,"large_shrub",0.550644937714286,"unknown",0.000257245386192755,"anemochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3755","Pleroma kuhlmannii","Melastomataceae","Pleroma","Pleroma kuhlmannii","species","Árvore",NA,"Floresta Ombrófila (= Floresta Pluvial)",3755,"native","tree","Woody tree (Shrub or treelet)",4,"large_shrub",0.550644937714286,"unknown",0.000257245386192755,"anemochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3756","Pleroma macrochiton","Melastomataceae","Pleroma","Pleroma macrochiton","species","Arbusto","Terrícola","Restinga",3756,"native","shrub","Woody tree (Shrub or treelet)",3,"large_shrub",0.550644937714286,"unknown",0.000257245386192755,"anemochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3757","Pleroma martiale","Melastomataceae","Pleroma","Pleroma martiale","species","Arbusto","Terrícola","Campo de Altitude|Cerrado (lato sensu)",3757,"native","tree","Woody tree (Shrub or treelet)",5,"small_tree",0.550644937714286,"unknown",0.000257245386192755,"anemochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp3758","Pleroma microphyllum","Melastomataceae","Pleroma","Pleroma microphyllum","species","Arbusto|Subarbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3758,"native","tree","Woody tree (Tree)",6,"small_tree",0.550644937714286,"unknown",0.000257245386192755,"anemochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp3759","Pleroma mutabile","Melastomataceae","Pleroma","Pleroma mutabile","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3759,"native","tree","Woody tree (Tree)",16,"large_tree",0.66,"pioneer",0.000294372294372294,"anemochoric","pioneer_large_tree",30,10,0.5931,"0.5224-0.6637",NA,NA,NA
"sp3760","Pleroma pereirae","Melastomataceae","Pleroma","Pleroma pereirae","species","Arbusto","Terrícola","Campo rupestre|Cerrado (lato sensu)",3760,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.550644937714286,"unknown",0.000257245386192755,"anemochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3761","Pleroma pilosum","Melastomataceae","Pleroma","Pleroma pilosum","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3761,"native","shrub","Woody tree (Shrub or treelet)",6.7,"small_tree",0.550644937714286,"pioneer",0.000257245386192755,"anemochoric","pioneer_small_tree",20,7,0.6125,"0.4731-0.7518",NA,NA,NA
"sp3762","Pleroma raddianum","Melastomataceae","Pleroma","Pleroma raddianum","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3762,"native","tree","Woody tree (Tree)",27.5,"large_tree",0.786,"pioneer",0.000257245386192755,"anemochoric","pioneer_large_tree",30,10,0.5931,"0.5224-0.6637",707,10,0.582743988684583
"sp3763","Pleroma reitzii","Melastomataceae","Pleroma","Pleroma reitzii","species",NA,NA,"Floresta Ombrófila (= Floresta Pluvial)",3763,"native","tree","Woody tree (Shrub or treelet)",4,"large_shrub",0.550644937714286,"unknown",0.000257245386192755,"anemochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3764","Pleroma rigidulum","Melastomataceae","Pleroma","Pleroma rigidulum","species","Arbusto|Árvore",NA,"Cerrado (lato sensu)",3764,"native","tree","Woody tree (Shrub or treelet)",4,"large_shrub",0.550644937714286,"unknown",0.000257245386192755,"anemochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3765","Pleroma scaberrimum","Melastomataceae","Pleroma","Pleroma scaberrimum","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3765,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.550644937714286,"unknown",0.000257245386192755,"anemochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3766","Pleroma schenckii","Melastomataceae","Pleroma","Pleroma schenckii","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3766,"native","tree","Woody tree (Tree)",8,"small_tree",0.550644937714286,"unknown",0.000257245386192755,"anemochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp3767","Pleroma schwackei","Melastomataceae","Pleroma","Pleroma schwackei","species","Desconhecida","Desconhecido","Floresta Ombrófila (= Floresta Pluvial)",3767,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.550644937714286,"unknown",0.000257245386192755,"anemochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3768","Pleroma sellowianum","Melastomataceae","Pleroma","Pleroma sellowianum","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3768,"native","tree","Woody tree (Tree or shrub)",20,"large_tree",0.550644937714286,"pioneer",0.000257245386192755,"anemochoric","pioneer_large_tree",30,10,0.5931,"0.5224-0.6637",35,10,0.6
"sp3769","Pleroma stenocarpum","Melastomataceae","Pleroma","Pleroma stenocarpum","species","Árvore","Terrícola","Cerrado (lato sensu)",3769,"native","tree","Woody tree (Tree or shrub)",7,"small_tree",0.550644937714286,"unknown",0.000257245386192755,"anemochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",12,NA,NA
"sp3770","Pleroma taperoense","Melastomataceae","Pleroma","Pleroma taperoense","species","Arbusto","Terrícola","Restinga",3770,"native","tree","Woody tree (Tree)",8,"small_tree",0.550644937714286,"unknown",0.000257245386192755,"anemochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp3771","Pleroma thereminianum","Melastomataceae","Pleroma","Pleroma thereminianum","species","Árvore","Rupícola|Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3771,"native","tree","Woody tree (Tree)",NA,"tree_unknown",0.550644937714286,"unknown",0.000257245386192755,"anemochoric","unknown_tree_unknown",50,10,0.454,"0.4362-0.4718",NA,NA,NA
"sp3772","Pleroma trichopodum","Melastomataceae","Pleroma","Pleroma trichopodum","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3772,"native","shrub","Woody tree (Shrub or treelet)",8.75,"small_tree",0.550644937714286,"pioneer",0.000257245386192755,"anemochoric","pioneer_small_tree",20,7,0.6125,"0.4731-0.7518",9,7,0.888888888888889
"sp3773","Pleroma urvilleanum","Melastomataceae","Pleroma","Pleroma urvilleanum","species","Arbusto","Terrícola","Restinga",3773,"native","shrub","Woody tree (Shrub or treelet)",11.63,"small_tree",0.550644937714286,"pioneer",0.000257245386192755,"anemochoric","pioneer_small_tree",20,7,0.6125,"0.4731-0.7518",NA,NA,NA
"sp3774","Pleroma velutinum","Melastomataceae","Pleroma","Pleroma velutinum","species","Arbusto","Terrícola","Campo rupestre|Cerrado (lato sensu)",3774,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.550644937714286,"unknown",0.000257245386192755,"anemochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3775","Pleroma villosissimum","Melastomataceae","Pleroma","Pleroma villosissimum","species","Arbusto","Terrícola","Campo rupestre|Cerrado (lato sensu)",3775,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.550644937714286,"unknown",0.000257245386192755,"anemochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3776","Pleroma vimineum","Melastomataceae","Pleroma","Pleroma vimineum","species","Arbusto","Rupícola|Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Vegetação Sobre Afloramentos Rochosos",3776,"native","tree","Woody tree (Tree)",5.8,"small_tree",0.550644937714286,"unknown",0.000257245386192755,"anemochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp3777","Pleurothyrium amplifolium","Lauraceae","Pleurothyrium","Pleurothyrium amplifolium","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3777,"native","tree","Woody tree (Tree)",17,"large_tree",0.47,"unknown",NA,"zoochoric","unknown_large_tree",60,12.5,0.416,"0.3966-0.4353",NA,NA,NA
"sp3778","Plinia ambivalens","Myrtaceae","Plinia","Plinia ambivalens","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3778,"native","tree","Woody tree (Tree)",13,"small_tree",0.720083333333333,"unknown",0.600793032083241,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp3779","Plinia anonyma","Myrtaceae","Plinia","Plinia anonyma","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3779,"native","tree","Woody tree (Tree)",9,"small_tree",0.720083333333333,"unknown",0.600793032083241,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp3780","Plinia callosa","Myrtaceae","Plinia","Plinia callosa","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3780,"native","tree","Woody tree (Tree)",14,"small_tree",0.720083333333333,"unknown",0.600793032083241,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",10,NA,NA
"sp3781","Plinia cordifolia","Myrtaceae","Plinia","Plinia cordifolia","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3781,"native","tree","Woody tree (Tree)",13.2,"small_tree",0.720083333333333,"late_secondary",0.600793032083241,"zoochoric","late_secondary_small_tree",50,9,0.4143,"0.3494-0.4792",NA,NA,NA
"sp3782","Plinia coronata","Myrtaceae","Plinia","Plinia coronata","species","Árvore","Terrícola","Floresta Ombrófila Mista",3782,"native","tree","Woody tree (Tree)",12,"small_tree",0.76,"unknown",0.3125,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp3783","Plinia delicata","Myrtaceae","Plinia","Plinia delicata","species","Árvore","Terrícola","Campo rupestre|Floresta Ombrófila (= Floresta Pluvial)",3783,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.720083333333333,"unknown",0.600793032083241,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3784","Plinia edulis","Myrtaceae","Plinia","Plinia edulis","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3784,"native","tree","Woody tree (Tree)",16.5,"large_tree",0.91,"late_secondary",2.5,"zoochoric","late_secondary_large_tree",65,15,0.3028,"0.2736-0.3321",22,15,0.181818181818182
"sp3785","Plinia grandifolia","Myrtaceae","Plinia","Plinia grandifolia","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3785,"native","tree","Woody tree (Tree)",19.6,"large_tree",0.6,"climax",0.344827586206897,"zoochoric","climax_large_tree",80,20,0.2588,"0.1874-0.3332",5,20,0
"sp3786","Plinia hatschbachii","Myrtaceae","Plinia","Plinia hatschbachii","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3786,"native","tree","Woody tree (Tree or shrub)",4,"large_shrub",0.720083333333333,"unknown",0.600793032083241,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3787","Plinia involucrata","Myrtaceae","Plinia","Plinia involucrata","species","Árvore","Terrícola","Floresta de Várzea",3787,"native","tree","Woody tree (Tree or shrub)",10.4,"small_tree",0.720083333333333,"late_secondary",0.600793032083241,"zoochoric","late_secondary_small_tree",50,9,0.4143,"0.3494-0.4792",NA,NA,NA
"sp3788","Plinia langsdorffii","Myrtaceae","Plinia","Plinia langsdorffii","species","Árvore","Terrícola",NA,3788,"native","tree","Woody tree (Tree)",8,"small_tree",0.720083333333333,"unknown",0.600793032083241,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp3789","Plinia longiacuminata","Myrtaceae","Plinia","Plinia longiacuminata","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3789,"native","tree","Woody tree (Tree)",12,"small_tree",0.720083333333333,"unknown",0.600793032083241,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp3790","Plinia marqueteana","Myrtaceae","Plinia","Plinia marqueteana","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3790,"native","tree","Woody tree (Tree)",12,"small_tree",0.720083333333333,"unknown",0.600793032083241,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp3791","Plinia martinellii","Myrtaceae","Plinia","Plinia martinellii","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3791,"native","tree","Woody tree (Tree)",10,"small_tree",0.720083333333333,"unknown",0.600793032083241,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp3792","Plinia muricata","Myrtaceae","Plinia","Plinia muricata","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3792,"native","tree","Woody tree (Tree)",15,"large_tree",0.720083333333333,"unknown",0.600793032083241,"zoochoric","unknown_large_tree",60,12.5,0.416,"0.3966-0.4353",NA,NA,NA
"sp3793","Plinia oblongata","Myrtaceae","Plinia","Plinia oblongata","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3793,"native","tree","Woody tree (Tree)",6,"small_tree",0.720083333333333,"unknown",0.600793032083241,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp3794","Plinia parvifolia","Myrtaceae","Plinia","Plinia parvifolia","species",NA,NA,NA,3794,"native","tree","Woody tree (Tree)",9,"small_tree",0.720083333333333,"unknown",0.600793032083241,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp3795","Plinia peruviana","Myrtaceae","Plinia","Plinia peruviana","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",3795,"native","tree","Woody tree (Tree)",12.3,"small_tree",0.727,"early_secondary",0.239316239316239,"zoochoric","early_secondary_small_tree",40,8,0.4661,"0.3827-0.5495",12,8,0.583333333333333
"sp3796","Plinia phitrantha","Myrtaceae","Plinia","Plinia phitrantha","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3796,"native","tree","Woody tree (Tree)",10.5,"small_tree",0.72,"unknown",0.571182548794489,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp3797","Plinia pseudodichasiantha","Myrtaceae","Plinia","Plinia pseudodichasiantha","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",3797,"native","tree","Woody tree (Tree)",18,"large_tree",0.720083333333333,"climax",0.600793032083241,"zoochoric","climax_large_tree",80,20,0.2588,"0.1874-0.3332",70,20,0.1
"sp3798","Plinia pumila","Myrtaceae","Plinia","Plinia pumila","species","Árvore",NA,"Floresta Ombrófila (= Floresta Pluvial)",3798,"native","tree","Woody tree (Tree)",7,"small_tree",0.720083333333333,"unknown",0.600793032083241,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp3799","Plinia rara","Myrtaceae","Plinia","Plinia rara","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3799,"native","tree","Woody tree (Tree)",6,"small_tree",0.720083333333333,"unknown",0.600793032083241,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",1,NA,NA
"sp3800","Plinia renatiana","Myrtaceae","Plinia","Plinia renatiana","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3800,"native","tree","Woody tree (Tree)",19.6,"large_tree",0.720083333333333,"late_secondary",0.600793032083241,"zoochoric","late_secondary_large_tree",65,15,0.3028,"0.2736-0.3321",NA,NA,NA
"sp3801","Plinia rivularis","Myrtaceae","Plinia","Plinia rivularis","species","Árvore","Terrícola","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",3801,"native","tree","Woody tree (Tree)",21.8,"large_tree",0.95,"late_secondary",1.25,"zoochoric","late_secondary_large_tree",65,15,0.3028,"0.2736-0.3321",9,15,0.222222222222222
"sp3802","Plinia rogersiana","Myrtaceae","Plinia","Plinia rogersiana","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3802,"native","tree","Woody tree (Tree)",NA,"tree_unknown",0.720083333333333,"unknown",0.600793032083241,"zoochoric","unknown_tree_unknown",50,10,0.454,"0.4362-0.4718",NA,NA,NA
