"GeneralHabitats.GeneralHabitatsSubfield.GeneralHabitatsLookup","GeneralHabitats.GeneralHabitatsSubfield.GeneralHabitatsName","GeneralHabitats.GeneralHabitatsSubfield.majorImportance","GeneralHabitats.GeneralHabitatsSubfield.season","GeneralHabitats.GeneralHabitatsSubfield.suitability","internal_taxon_id"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4630"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4631"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4632"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4633"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4634"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4635"
"2.1","Savanna - Dry","","Resident","Suitable","sp4635"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4636"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4637"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4638"
"2.1","Savanna - Dry","","Resident","Suitable","sp4638"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4639"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp4640"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4640"
"2.1","Savanna - Dry","","Resident","Suitable","sp4640"
"2.2","Savanna - Moist","","Resident","Suitable","sp4640"
"2.1","Savanna - Dry","","Resident","Suitable","sp4641"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4641"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4641"
"1.7","Forest – Subtropical/tropical mangrove vegetation above high tide level","Yes","Resident","Suitable","sp4642"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4643"
"2.1","Savanna - Dry","","Resident","Suitable","sp4643"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4644"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp4644"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4645"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4646"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp4646"
"2.1","Savanna - Dry","","Resident","Suitable","sp4646"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4647"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp4647"
"2.1","Savanna - Dry","","Resident","Suitable","sp4647"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4647"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4648"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp4648"
"2.1","Savanna - Dry","","Resident","Suitable","sp4648"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4648"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4649"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp4649"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4650"
"2.1","Savanna - Dry","","Resident","Suitable","sp4650"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4650"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4650"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4651"
"2.1","Savanna - Dry","","Resident","Suitable","sp4651"
"3.5","Shrubland – Subtropical/tropical dry","Yes","Resident","Suitable","sp4652"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4653"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4654"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4655"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4656"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4656"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp4657"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4658"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4659"
"2.1","Savanna - Dry","","Resident","Suitable","sp4659"
"2.2","Savanna - Moist","","Resident","Suitable","sp4659"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4660"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4661"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp4661"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp4662"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4662"
"2.1","Savanna - Dry","","Resident","Suitable","sp4662"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp4663"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4663"
"2.1","Savanna - Dry","","Resident","Suitable","sp4663"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4664"
"2.1","Savanna - Dry","","Resident","Suitable","sp4664"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4665"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4666"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4667"
"1.8","Forest – Subtropical/tropical swamp","Yes","Resident","Suitable","sp4668"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4669"
"2.1","Savanna - Dry","","Resident","Suitable","sp4669"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4670"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp4670"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4671"
"2.1","Savanna - Dry","","Resident","Suitable","sp4671"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4672"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp4673"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4674"
"2.1","Savanna - Dry","","Resident","Suitable","sp4674"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4674"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp4675"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4675"
"2.1","Savanna - Dry","","Resident","Suitable","sp4675"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4675"
"4.7","Grassland – Subtropical/tropical high altitude","No","Resident","Marginal","sp4676"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4676"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4677"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp4677"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4677"
"4.7","Grassland – Subtropical/tropical high altitude","No","Resident","Marginal","sp4677"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4677"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4677"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp4678"
"4.7","Grassland – Subtropical/tropical high altitude","No","Resident","Marginal","sp4678"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4679"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4680"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp4680"
"2.1","Savanna - Dry","","Resident","Suitable","sp4680"
"2.2","Savanna - Moist","","Resident","Suitable","sp4680"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4680"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4681"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4682"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4682"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4683"
"1.7","Forest – Subtropical/tropical mangrove vegetation above high tide level","","Resident","Suitable","sp4683"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4684"
"5.3","Wetlands (inland) – Shrub dominated wetlands","No","Resident","Marginal","sp4684"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4685"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp4685"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4685"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4686"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp4686"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4687"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp4687"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4688"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp4689"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4689"
"2.1","Savanna - Dry","","Resident","Suitable","sp4689"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4689"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4690"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp4690"
"2.1","Savanna - Dry","","Resident","Suitable","sp4691"
"2.2","Savanna - Moist","","Resident","Suitable","sp4691"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4692"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp4692"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4693"
"2.2","Savanna - Moist","","Resident","Suitable","sp4693"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4693"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp4694"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4694"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp4694"
"2.1","Savanna - Dry","","Resident","Suitable","sp4694"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4694"
"4.6","Grassland – Subtropical/tropical seasonally wet/flooded","No","Resident","Marginal","sp4694"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4694"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp4695"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4695"
"2.1","Savanna - Dry","","Resident","Suitable","sp4695"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4695"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4696"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp4696"
"4.6","Grassland – Subtropical/tropical seasonally wet/flooded","No","Resident","Marginal","sp4696"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4696"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4697"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4697"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4698"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4698"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4699"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4699"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4700"
"2.2","Savanna - Moist","","Resident","Suitable","sp4700"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4700"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4700"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4701"
"2.1","Savanna - Dry","","Resident","Suitable","sp4702"
"2.2","Savanna - Moist","","Resident","Suitable","sp4702"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4702"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4703"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp4703"
"2.2","Savanna - Moist","","Resident","Suitable","sp4703"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4703"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4704"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4704"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4705"
"2.1","Savanna - Dry","","Resident","Suitable","sp4705"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4706"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4707"
"2.1","Savanna - Dry","","Resident","Suitable","sp4707"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4707"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp4708"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4709"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp4709"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4709"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4710"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp4710"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4711"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp4711"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4712"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp4712"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4713"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4714"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp4714"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4715"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp4715"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4715"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4716"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp4716"
"1.9","Forest – Subtropical/tropical moist montane","Yes","Resident","Suitable","sp4717"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4718"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp4718"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4719"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp4719"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4720"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4721"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4721"
"1.9","Forest – Subtropical/tropical moist montane","Yes","Resident","Suitable","sp4722"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4723"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4724"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4725"
