"Threats.ThreatsSubfield.StressesSubfield.stress","Threats.ThreatsSubfield.StressesSubfield.stressdesc","Threats.ThreatsSubfield.ThreatsLookup","Threats.ThreatsSubfield.ThreatsName","Threats.ThreatsSubfield.ancestry","Threats.ThreatsSubfield.ias","Threats.ThreatsSubfield.internationalTrade","Threats.ThreatsSubfield.scope","Threats.ThreatsSubfield.severity","Threats.ThreatsSubfield.text","Threats.ThreatsSubfield.timing","Threats.ThreatsSubfield.virus","internal_taxon_id"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4248"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4248"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4248"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4248"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4249"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4249"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4249"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4249"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4249"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4250"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4250"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4250"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4250"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4250"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4251"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4251"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4251"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4251"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4251"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4252"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4252"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4252"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4252"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4252"
"2.1|2.3",NA,"5.3.2",NA,NA,NA,"No","Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4252"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4253"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4253"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4253"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4253"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4253"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4254"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4254"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4254"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4254"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4254"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4255"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4255"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4255"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4255"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4255"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4256"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4256"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4256"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4256"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4256"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4257"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4257"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4257"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4257"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4257"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4258"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4258"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4258"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4258"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4258"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4259"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4259"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4259"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4259"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4259"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4260"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4260"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4260"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4260"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4260"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4261"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4261"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4261"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4261"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4261"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4262"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4262"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4262"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4262"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4262"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4263"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4263"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4263"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4263"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4263"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4264"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4264"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4264"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4264"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4264"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4265"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4265"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4265"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4265"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4265"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4266"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4266"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4266"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4266"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4266"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4267"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4267"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4267"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4267"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4267"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4268"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4268"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4268"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4268"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4268"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4269"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4269"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4269"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4269"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4269"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4270"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4270"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4270"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4270"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4270"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4271"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4271"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4271"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4271"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4271"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4272"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4272"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4272"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4272"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4272"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4273"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4273"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4273"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4273"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4273"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4274"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4274"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4274"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4274"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4274"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4275"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4275"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4275"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4275"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4275"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4276"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4276"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4276"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4276"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4276"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4277"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4277"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4277"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4277"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4277"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4278"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4278"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4278"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4278"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4278"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4279"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4279"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4279"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4279"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4279"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4280"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4280"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4280"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4280"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4280"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4281"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4281"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4281"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4281"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4281"
"2.2|2.3",NA,"5.2.1",NA,NA,NA,"No","Unknown","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp4281"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4282"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp4282"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp4282"
